Summer    ,NURSING HOME                                                ,         1
Summer    ,NURSING HOME/RETIREMENT HOME                                ,      3413
Summer    ,OFFICE                                                      ,         4
Summer    ,OTHER                                                       ,     66890
Summer    ,OTHER (SPECIFY)                                             ,        22
Summer    ,OTHER COMMERCIAL TRANSPORTATION                             ,       744
Summer    ,OTHER RAILROAD PROP / TRAIN DEPOT                           ,      1550
Summer    ,PARK PROPERTY                                               ,     24699
Summer    ,PARKING LOT                                                 ,        48
Summer    ,PARKING LOT / GARAGE (NON RESIDENTIAL)                      ,         8
Summer    ,PARKING LOT/GARAGE(NON.RESID.)                              ,     50657
Summer    ,PAWN SHOP                                                   ,       177
Summer    ,POLICE FACILITY / VEHICLE PARKING LOT                       ,         1
Summer    ,POLICE FACILITY/VEH PARKING LOT                             ,      4442
Summer    ,POOL ROOM                                                   ,       223
Summer    ,PORCH                                                       ,       124
Summer    ,PUBLIC GRAMMAR SCHOOL                                       ,         1
Summer    ,PUBLIC HIGH SCHOOL                                          ,         1
Summer    ,RAILROAD PROPERTY                                           ,        10
Summer    ,RESIDENCE                                                   ,    286274
Summer    ,RESIDENCE - GARAGE                                          ,         8
Summer    ,RESIDENCE - PORCH / HALLWAY                                 ,        11
