             17,ROBBERY                                                                                             ,     12436
             17,SEX OFFENSE                                                                                         ,      1150
             17,STALKING                                                                                            ,       162
             17,THEFT                                                                                               ,     82910
             17,WEAPONS VIOLATION                                                                                   ,      2652
             18,ARSON                                                                                               ,       299
             18,ASSAULT                                                                                             ,     23825
             18,BATTERY                                                                                             ,     60595
             18,BURGLARY                                                                                            ,     17815
             18,CONCEALED CARRY LICENSE VIOLATION                                                                   ,        37
             18,CRIM SEXUAL ASSAULT                                                                                 ,       901
             18,CRIMINAL DAMAGE                                                                                     ,     41774
             18,CRIMINAL SEXUAL ASSAULT                                                                             ,        21
             18,CRIMINAL TRESPASS                                                                                   ,     10849
             18,DECEPTIVE PRACTICE                                                                                  ,     10691
             18,GAMBLING                                                                                            ,      1259
             18,HOMICIDE                                                                                            ,       462
             18,HUMAN TRAFFICKING                                                                                   ,         2
             18,INTERFERENCE WITH PUBLIC OFFICER                                                                    ,      1030
             18,INTIMIDATION                                                                                        ,       195
             18,KIDNAPPING                                                                                          ,       416
             18,LIQUOR LAW VIOLATION                                                                                ,      1075
             18,MOTOR VEHICLE THEFT                                                                                 ,     16269
             18,NARCOTICS                                                                                           ,     35373
             18,NON - CRIMINAL                                                                                      ,         2
             18,NON-CRIMINAL                                                                                        ,         6
             18,NON-CRIMINAL (SUBJECT SPECIFIED)                                                                    ,         1
             18,OBSCENITY                                                                                           ,        26
             18,OFFENSE INVOLVING CHILDREN                                                                          ,      3243
             18,OTHER NARCOTIC VIOLATION                                                                            ,         9
             18,OTHER OFFENSE                                                                                       ,     21099
             18,PROSTITUTION                                                                                        ,      1728
             18,PUBLIC INDECENCY                                                                                    ,         8
             18,PUBLIC PEACE VIOLATION                                                                              ,      2767
             18,RITUALISM                                                                                           ,         2
             18,ROBBERY                                                                                             ,     13443
             18,SEX OFFENSE                                                                                         ,      1106
             18,STALKING                                                                                            ,       169
             18,THEFT                                                                                               ,     82054
             18,WEAPONS VIOLATION                                                                                   ,      3890
             19,ARSON                                                                                               ,       363
             19,ASSAULT                                                                                             ,     23161
             19,BATTERY                                                                                             ,     62508
             19,BURGLARY                                                                                            ,     15238
             19,CONCEALED CARRY LICENSE VIOLATION                                                                   ,        36
             19,CRIM SEXUAL ASSAULT                                                                                 ,       936
             19,CRIMINAL DAMAGE                                                                                     ,     41412
             19,CRIMINAL SEXUAL ASSAULT                                                                             ,        17
             19,CRIMINAL TRESPASS                                                                                   ,     12410
             19,DECEPTIVE PRACTICE                                                                                  ,      9492
             19,GAMBLING                                                                                            ,      1720
             19,HOMICIDE                                                                                            ,       412
             19,HUMAN TRAFFICKING                                                                                   ,         3
             19,INTERFERENCE WITH PUBLIC OFFICER                                                                    ,      1264
             19,INTIMIDATION                                                                                        ,       184
             19,KIDNAPPING                                                                                          ,       326
             19,LIQUOR LAW VIOLATION                                                                                ,      1449
             19,MOTOR VEHICLE THEFT                                                                                 ,     16364
             19,NARCOTICS                                                                                           ,     54811
             19,NON - CRIMINAL                                                                                      ,         1
             19,NON-CRIMINAL                                                                                        ,         7
             19,OBSCENITY                                                                                           ,        22
             19,OFFENSE INVOLVING CHILDREN                                                                          ,      2437
             19,OTHER NARCOTIC VIOLATION                                                                            ,         7
             19,OTHER OFFENSE                                                                                       ,     21397
             19,PROSTITUTION                                                                                        ,      3794
             19,PUBLIC INDECENCY                                                                                    ,         8
             19,PUBLIC PEACE VIOLATION                                                                              ,      3306
             19,ROBBERY                                                                                             ,     14075
             19,SEX OFFENSE                                                                                         ,      1071
             19,STALKING                                                                                            ,       130
             19,THEFT                                                                                               ,     72118
             19,WEAPONS VIOLATION                                                                                   ,      5362
             20,ARSON                                                                                               ,       404
             20,ASSAULT                                                                                             ,     22737
             20,BATTERY                                                                                             ,     64375
             20,BURGLARY                                                                                            ,     13901
             20,CONCEALED CARRY LICENSE VIOLATION                                                                   ,        30
             20,CRIM SEXUAL ASSAULT                                                                                 ,      1143
             20,CRIMINAL DAMAGE                                                                                     ,     43774
             20,CRIMINAL SEXUAL ASSAULT                                                                             ,        19
             20,CRIMINAL TRESPASS                                                                                   ,     12028
             20,DECEPTIVE PRACTICE                                                                                  ,      7739
             20,GAMBLING                                                                                            ,      1441
             20,HOMICIDE                                                                                            ,       505
             20,HUMAN TRAFFICKING                                                                                   ,         1
             20,INTERFERENCE WITH PUBLIC OFFICER                                                                    ,      1229
             20,INTIMIDATION                                                                                        ,       174
             20,KIDNAPPING                                                                                          ,       233
             20,LIQUOR LAW VIOLATION                                                                                ,      1248
             20,MOTOR VEHICLE THEFT                                                                                 ,     18205
             20,NARCOTICS                                                                                           ,     54644
             20,NON - CRIMINAL                                                                                      ,         2
             20,NON-CRIMINAL                                                                                        ,         5
             20,NON-CRIMINAL (SUBJECT SPECIFIED)                                                                    ,         1
             20,OBSCENITY                                                                                           ,        33
             20,OFFENSE INVOLVING CHILDREN                                                                          ,      2175
             20,OTHER NARCOTIC VIOLATION                                                                            ,        10
             20,OTHER OFFENSE                                                                                       ,     20826
             20,PROSTITUTION                                                                                        ,      7561
             20,PUBLIC INDECENCY                                                                                    ,         3
             20,PUBLIC PEACE VIOLATION                                                                              ,      3349
             20,ROBBERY                                                                                             ,     14647
             20,SEX OFFENSE                                                                                         ,      1025
             20,STALKING                                                                                            ,       149
             20,THEFT                                                                                               ,     64289
             20,WEAPONS VIOLATION                                                                                   ,      5665
             21,ARSON                                                                                               ,       511
             21,ASSAULT                                                                                             ,     21058
             21,BATTERY                                                                                             ,     66368
             21,BURGLARY                                                                                            ,     13460
             21,CONCEALED CARRY LICENSE VIOLATION                                                                   ,        30
             21,CRIM SEXUAL ASSAULT                                                                                 ,      1198
             21,CRIMINAL DAMAGE                                                                                     ,     46157
             21,CRIMINAL SEXUAL ASSAULT                                                                             ,        18
             21,CRIMINAL TRESPASS                                                                                   ,     11349
             21,DECEPTIVE PRACTICE                                                                                  ,      5539
             21,GAMBLING                                                                                            ,      1035
             21,HOMICIDE                                                                                            ,       549
             21,HUMAN TRAFFICKING                                                                                   ,         2
             21,INTERFERENCE WITH PUBLIC OFFICER                                                                    ,      1147
             21,INTIMIDATION                                                                                        ,       167
             21,KIDNAPPING                                                                                          ,       201
             21,LIQUOR LAW VIOLATION                                                                                ,      1182
             21,MOTOR VEHICLE THEFT                                                                                 ,     19293
             21,NARCOTICS                                                                                           ,     53869
             21,NON-CRIMINAL                                                                                        ,         6
             21,NON-CRIMINAL (SUBJECT SPECIFIED)                                                                    ,         1
             21,OBSCENITY                                                                                           ,        22
             21,OFFENSE INVOLVING CHILDREN                                                                          ,      1636
             21,OTHER NARCOTIC VIOLATION                                                                            ,         4
             21,OTHER OFFENSE                                                                                       ,     19975
             21,PROSTITUTION                                                                                        ,      6433
             21,PUBLIC INDECENCY                                                                                    ,         6
             21,PUBLIC PEACE VIOLATION                                                                              ,      3240
             21,ROBBERY                                                                                             ,     15405
             21,SEX OFFENSE                                                                                         ,       972
             21,STALKING                                                                                            ,       165
             21,THEFT                                                                                               ,     57035
             21,WEAPONS VIOLATION                                                                                   ,      6068
             22,ARSON                                                                                               ,       594
             22,ASSAULT                                                                                             ,     18673
             22,BATTERY                                                                                             ,     66906
             22,BURGLARY                                                                                            ,     14072
             22,CONCEALED CARRY LICENSE VIOLATION                                                                   ,        45
             22,CRIM SEXUAL ASSAULT                                                                                 ,      1496
             22,CRIMINAL DAMAGE                                                                                     ,     49870
             22,CRIMINAL SEXUAL ASSAULT                                                                             ,        29
             22,CRIMINAL TRESPASS                                                                                   ,      9484
             22,DECEPTIVE PRACTICE                                                                                  ,      4627
             22,GAMBLING                                                                                            ,       810
             22,HOMICIDE                                                                                            ,       562
             22,HUMAN TRAFFICKING                                                                                   ,         1
             22,INTERFERENCE WITH PUBLIC OFFICER                                                                    ,      1211
             22,INTIMIDATION                                                                                        ,       125
             22,KIDNAPPING                                                                                          ,       144
             22,LIQUOR LAW VIOLATION                                                                                ,      1190
             22,MOTOR VEHICLE THEFT                                                                                 ,     22019
             22,NARCOTICS                                                                                           ,     48464
             22,NON - CRIMINAL                                                                                      ,         2
             22,NON-CRIMINAL                                                                                        ,        10
             22,OBSCENITY                                                                                           ,        18
             22,OFFENSE INVOLVING CHILDREN                                                                          ,      1442
             22,OTHER NARCOTIC VIOLATION                                                                            ,         3
             22,OTHER OFFENSE                                                                                       ,     18230
             22,PROSTITUTION                                                                                        ,      6357
             22,PUBLIC INDECENCY                                                                                    ,         8
             22,PUBLIC PEACE VIOLATION                                                                              ,      2744
             22,ROBBERY                                                                                             ,     14937
             22,SEX OFFENSE                                                                                         ,       883
             22,STALKING                                                                                            ,       154
             22,THEFT                                                                                               ,     57614
             22,WEAPONS VIOLATION                                                                                   ,      6261
             23,ARSON                                                                                               ,       662
             23,ASSAULT                                                                                             ,     15936
             23,BATTERY                                                                                             ,     63243
             23,BURGLARY                                                                                            ,     10754
             23,CONCEALED CARRY LICENSE VIOLATION                                                                   ,        31
             23,CRIM SEXUAL ASSAULT                                                                                 ,      1526
             23,CRIMINAL DAMAGE                                                                                     ,     39530
             23,CRIMINAL SEXUAL ASSAULT                                                                             ,        30
             23,CRIMINAL TRESPASS                                                                                   ,      7668
             23,DECEPTIVE PRACTICE                                                                                  ,      4015
             23,GAMBLING                                                                                            ,       532
             23,HOMICIDE                                                                                            ,       602
             23,INTERFERENCE WITH PUBLIC OFFICER                                                                    ,      1069
             23,INTIMIDATION                                                                                        ,       120
             23,KIDNAPPING                                                                                          ,        91
             23,LIQUOR LAW VIOLATION                                                                                ,       952
             23,MOTOR VEHICLE THEFT                                                                                 ,     16635
             23,NARCOTICS                                                                                           ,     37010
             23,NON-CRIMINAL                                                                                        ,         4
             23,NON-CRIMINAL (SUBJECT SPECIFIED)                                                                    ,         1
             23,OBSCENITY                                                                                           ,        21
             23,OFFENSE INVOLVING CHILDREN                                                                          ,      1049
             23,OTHER NARCOTIC VIOLATION                                                                            ,         6
             23,OTHER OFFENSE                                                                                       ,     14990
             23,PROSTITUTION                                                                                        ,      4830
             23,PUBLIC INDECENCY                                                                                    ,         6
             23,PUBLIC PEACE VIOLATION                                                                              ,      2223
             23,RITUALISM                                                                                           ,         1
             23,ROBBERY                                                                                             ,     13831
             23,SEX OFFENSE                                                                                         ,       756
             23,STALKING                                                                                            ,       126
             23,THEFT                                                                                               ,     44691
             23,WEAPONS VIOLATION                                                                                   ,      5610
             24,ARSON                                                                                               ,       242
             24,ASSAULT                                                                                             ,     23499
             24,BATTERY                                                                                             ,     51453
             24,BURGLARY                                                                                            ,     21812
             24,CONCEALED CARRY LICENSE VIOLATION                                                                   ,        24
             24,CRIM SEXUAL ASSAULT                                                                                 ,       803
             24,CRIMINAL DAMAGE                                                                                     ,     27307
             24,CRIMINAL SEXUAL ASSAULT                                                                             ,        32
             24,CRIMINAL TRESPASS                                                                                   ,     10110
             24,DECEPTIVE PRACTICE                                                                                  ,     30253
             24,GAMBLING                                                                                            ,       793
             24,HOMICIDE                                                                                            ,       311
             24,HUMAN TRAFFICKING                                                                                   ,         3
             24,INTERFERENCE WITH PUBLIC OFFICER                                                                    ,       721
             24,INTIMIDATION                                                                                        ,       278
             24,KIDNAPPING                                                                                          ,       272
             24,LIQUOR LAW VIOLATION                                                                                ,       290
             24,MOTOR VEHICLE THEFT                                                                                 ,     12113
             24,NARCOTICS                                                                                           ,     43115
             24,NON-CRIMINAL                                                                                        ,        19
             24,OBSCENITY                                                                                           ,        48
             24,OFFENSE INVOLVING CHILDREN                                                                          ,      2596
             24,OTHER NARCOTIC VIOLATION                                                                            ,        11
             24,OTHER OFFENSE                                                                                       ,     27681
             24,PROSTITUTION                                                                                        ,      1183
             24,PUBLIC INDECENCY                                                                                    ,        14
             24,PUBLIC PEACE VIOLATION                                                                              ,      2620
             24,RITUALISM                                                                                           ,         1
             24,ROBBERY                                                                                             ,      8890
             24,SEX OFFENSE                                                                                         ,      1243
             24,STALKING                                                                                            ,       187
             24,THEFT                                                                                               ,     95390
             24,WEAPONS VIOLATION                                                                                   ,      2865
