AUTO                                                        ,             18,        50
AUTO                                                        ,             19,        42
AUTO                                                        ,             20,        59
AUTO                                                        ,             21,        64
AUTO                                                        ,             22,        78
AUTO                                                        ,             23,        73
AUTO                                                        ,             24,        31
AUTO / BOAT / RV DEALERSHIP                                 ,              1,        12
AUTO / BOAT / RV DEALERSHIP                                 ,              2,        11
AUTO / BOAT / RV DEALERSHIP                                 ,              3,        13
AUTO / BOAT / RV DEALERSHIP                                 ,              4,        10
AUTO / BOAT / RV DEALERSHIP                                 ,              5,         4
AUTO / BOAT / RV DEALERSHIP                                 ,              6,         9
AUTO / BOAT / RV DEALERSHIP                                 ,              7,         7
AUTO / BOAT / RV DEALERSHIP                                 ,              8,        21
AUTO / BOAT / RV DEALERSHIP                                 ,              9,        28
AUTO / BOAT / RV DEALERSHIP                                 ,             10,        35
AUTO / BOAT / RV DEALERSHIP                                 ,             11,        32
AUTO / BOAT / RV DEALERSHIP                                 ,             12,        18
AUTO / BOAT / RV DEALERSHIP                                 ,             13,        26
AUTO / BOAT / RV DEALERSHIP                                 ,             14,        37
AUTO / BOAT / RV DEALERSHIP                                 ,             15,        27
AUTO / BOAT / RV DEALERSHIP                                 ,             16,        33
AUTO / BOAT / RV DEALERSHIP                                 ,             17,        25
AUTO / BOAT / RV DEALERSHIP                                 ,             18,        33
AUTO / BOAT / RV DEALERSHIP                                 ,             19,        33
AUTO / BOAT / RV DEALERSHIP                                 ,             20,        15
AUTO / BOAT / RV DEALERSHIP                                 ,             21,        17
AUTO / BOAT / RV DEALERSHIP                                 ,             22,        18
AUTO / BOAT / RV DEALERSHIP                                 ,             23,        16
AUTO / BOAT / RV DEALERSHIP                                 ,             24,        40
BANK                                                        ,              1,       144
BANK                                                        ,              2,       134
BANK                                                        ,              3,       148
BANK                                                        ,              4,       106
BANK                                                        ,              5,       111
BANK                                                        ,              6,       167
BANK                                                        ,              7,       349
BANK                                                        ,              8,      1261
BANK                                                        ,              9,      4030
BANK                                                        ,             10,      2060
BANK                                                        ,             11,      1488
BANK                                                        ,             12,      2719
BANK                                                        ,             13,      1725
BANK                                                        ,             14,      1799
BANK                                                        ,             15,      1644
BANK                                                        ,             16,      1403
BANK                                                        ,             17,       995
BANK                                                        ,             18,       681
BANK                                                        ,             19,       394
BANK                                                        ,             20,       295
BANK                                                        ,             21,       216
BANK                                                        ,             22,       160
BANK                                                        ,             23,       169
BANK                                                        ,             24,      3575
BANQUET HALL                                                ,              1,         1
BAR OR TAVERN                                               ,              1,      6449
BAR OR TAVERN                                               ,              2,      5682
BAR OR TAVERN                                               ,              3,      3915
BAR OR TAVERN                                               ,              4,      1430
BAR OR TAVERN                                               ,              5,       327
BAR OR TAVERN                                               ,              6,       132
BAR OR TAVERN                                               ,              7,        70
BAR OR TAVERN                                               ,              8,        89
BAR OR TAVERN                                               ,              9,       144
BAR OR TAVERN                                               ,             10,       156
BAR OR TAVERN                                               ,             11,       263
BAR OR TAVERN                                               ,             12,      4815
BAR OR TAVERN                                               ,             13,       264
BAR OR TAVERN                                               ,             14,       321
BAR OR TAVERN                                               ,             15,       358
BAR OR TAVERN                                               ,             16,       481
BAR OR TAVERN                                               ,             17,       644
BAR OR TAVERN                                               ,             18,       817
BAR OR TAVERN                                               ,             19,      1016
BAR OR TAVERN                                               ,             20,      1273
BAR OR TAVERN                                               ,             21,      1536
BAR OR TAVERN                                               ,             22,      2345
BAR OR TAVERN                                               ,             23,      3465
BAR OR TAVERN                                               ,             24,       346
BARBER SHOP/BEAUTY SALON                                    ,              1,         1
BARBER SHOP/BEAUTY SALON                                    ,              2,         1
BARBER SHOP/BEAUTY SALON                                    ,             10,         1
BARBER SHOP/BEAUTY SALON                                    ,             11,         1
BARBER SHOP/BEAUTY SALON                                    ,             15,         2
BARBER SHOP/BEAUTY SALON                                    ,             18,         1
BARBER SHOP/BEAUTY SALON                                    ,             20,         3
BARBER SHOP/BEAUTY SALON                                    ,             21,         1
BARBER SHOP/BEAUTY SALON                                    ,             22,         2
BARBER SHOP/BEAUTY SALON                                    ,             23,         1
BARBER SHOP/BEAUTY SALON                                    ,             24,         1
BARBERSHOP                                                  ,              1,       177
BARBERSHOP                                                  ,              2,       169
BARBERSHOP                                                  ,              3,       141
BARBERSHOP                                                  ,              4,       126
BARBERSHOP                                                  ,              5,        81
BARBERSHOP                                                  ,              6,        75
BARBERSHOP                                                  ,              7,        90
BARBERSHOP                                                  ,              8,       146
BARBERSHOP                                                  ,              9,       227
BARBERSHOP                                                  ,             10,       270
BARBERSHOP                                                  ,             11,       325
BARBERSHOP                                                  ,             12,       267
BARBERSHOP                                                  ,             13,       400
BARBERSHOP                                                  ,             14,       406
BARBERSHOP                                                  ,             15,       463
BARBERSHOP                                                  ,             16,       509
BARBERSHOP                                                  ,             17,       554
BARBERSHOP                                                  ,             18,       554
BARBERSHOP                                                  ,             19,       546
BARBERSHOP                                                  ,             20,       551
BARBERSHOP                                                  ,             21,       429
BARBERSHOP                                                  ,             22,       345
BARBERSHOP                                                  ,             23,       219
BARBERSHOP                                                  ,             24,       364
BASEMENT                                                    ,              3,         3
BASEMENT                                                    ,              6,         2
BASEMENT                                                    ,              8,         1
BASEMENT                                                    ,             11,         1
BASEMENT                                                    ,             12,         5
BASEMENT                                                    ,             13,         3
BASEMENT                                                    ,             14,         2
BASEMENT                                                    ,             15,         1
BASEMENT                                                    ,             17,         2
BASEMENT                                                    ,             18,         1
BASEMENT                                                    ,             19,         1
BASEMENT                                                    ,             20,         2
BASEMENT                                                    ,             21,         2
BASEMENT                                                    ,             22,         1
BASEMENT                                                    ,             23,         1
BOAT / WATERCRAFT                                           ,              5,         1
BOAT/WATERCRAFT                                             ,              1,        30
BOAT/WATERCRAFT                                             ,              2,        26
BOAT/WATERCRAFT                                             ,              3,        16
BOAT/WATERCRAFT                                             ,              4,        12
BOAT/WATERCRAFT                                             ,              5,         8
BOAT/WATERCRAFT                                             ,              6,         7
BOAT/WATERCRAFT                                             ,              7,         9
BOAT/WATERCRAFT                                             ,              8,        17
BOAT/WATERCRAFT                                             ,              9,        21
BOAT/WATERCRAFT                                             ,             10,        24
BOAT/WATERCRAFT                                             ,             11,        13
BOAT/WATERCRAFT                                             ,             12,        39
BOAT/WATERCRAFT                                             ,             13,        33
BOAT/WATERCRAFT                                             ,             14,        22
BOAT/WATERCRAFT                                             ,             15,        32
BOAT/WATERCRAFT                                             ,             16,        40
BOAT/WATERCRAFT                                             ,             17,        37
BOAT/WATERCRAFT                                             ,             18,        57
BOAT/WATERCRAFT                                             ,             19,        33
BOAT/WATERCRAFT                                             ,             20,        37
BOAT/WATERCRAFT                                             ,             21,        28
BOAT/WATERCRAFT                                             ,             22,        28
BOAT/WATERCRAFT                                             ,             23,        35
BOAT/WATERCRAFT                                             ,             24,        32
BOWLING ALLEY                                               ,              1,        53
BOWLING ALLEY                                               ,              2,        28
BOWLING ALLEY                                               ,              3,        12
BOWLING ALLEY                                               ,              4,         6
BOWLING ALLEY                                               ,              5,         1
BOWLING ALLEY                                               ,              6,         1
BOWLING ALLEY                                               ,              8,         2
BOWLING ALLEY                                               ,              9,         6
BOWLING ALLEY                                               ,             10,        10
BOWLING ALLEY                                               ,             11,         7
BOWLING ALLEY                                               ,             12,        51
BOWLING ALLEY                                               ,             13,         9
BOWLING ALLEY                                               ,             14,        13
BOWLING ALLEY                                               ,             15,        16
BOWLING ALLEY                                               ,             16,        30
BOWLING ALLEY                                               ,             17,        39
BOWLING ALLEY                                               ,             18,        46
BOWLING ALLEY                                               ,             19,        49
BOWLING ALLEY                                               ,             20,        52
BOWLING ALLEY                                               ,             21,        69
BOWLING ALLEY                                               ,             22,        72
BOWLING ALLEY                                               ,             23,        51
BOWLING ALLEY                                               ,             24,        15
BRIDGE                                                      ,              1,        15
BRIDGE                                                      ,              2,        15
BRIDGE                                                      ,              3,        10
BRIDGE                                                      ,              4,         6
BRIDGE                                                      ,              5,         9
BRIDGE                                                      ,              6,        16
BRIDGE                                                      ,              7,        10
BRIDGE                                                      ,              8,         8
BRIDGE                                                      ,              9,        14
BRIDGE                                                      ,             10,        20
BRIDGE                                                      ,             11,        13
BRIDGE                                                      ,             12,        19
BRIDGE                                                      ,             13,        10
BRIDGE                                                      ,             14,        18
BRIDGE                                                      ,             15,        25
BRIDGE                                                      ,             16,        26
BRIDGE                                                      ,             17,        21
BRIDGE                                                      ,             18,        26
BRIDGE                                                      ,             19,        25
BRIDGE                                                      ,             20,        14
BRIDGE                                                      ,             21,        20
BRIDGE                                                      ,             22,        17
BRIDGE                                                      ,             23,        18
BRIDGE                                                      ,             24,        11
CAR WASH                                                    ,              1,        56
CAR WASH                                                    ,              2,        56
CAR WASH                                                    ,              3,        36
CAR WASH                                                    ,              4,        34
CAR WASH                                                    ,              5,        24
CAR WASH                                                    ,              6,        28
CAR WASH                                                    ,              7,        40
CAR WASH                                                    ,              8,       100
CAR WASH                                                    ,              9,       128
CAR WASH                                                    ,             10,       137
CAR WASH                                                    ,             11,       177
CAR WASH                                                    ,             12,        62
CAR WASH                                                    ,             13,       177
CAR WASH                                                    ,             14,       165
CAR WASH                                                    ,             15,       203
CAR WASH                                                    ,             16,       200
CAR WASH                                                    ,             17,       198
CAR WASH                                                    ,             18,       178
CAR WASH                                                    ,             19,       142
CAR WASH                                                    ,             20,       127
CAR WASH                                                    ,             21,        96
CAR WASH                                                    ,             22,        69
CAR WASH                                                    ,             23,        53
CAR WASH                                                    ,             24,       165
CEMETARY                                                    ,              1,         3
CEMETARY                                                    ,              2,         2
CEMETARY                                                    ,              3,         4
CEMETARY                                                    ,              4,         2
CEMETARY                                                    ,              7,         1
CEMETARY                                                    ,              8,        16
CEMETARY                                                    ,              9,        15
CEMETARY                                                    ,             10,        20
CEMETARY                                                    ,             11,        29
CEMETARY                                                    ,             12,        22
CEMETARY                                                    ,             13,        26
CEMETARY                                                    ,             14,        28
CEMETARY                                                    ,             15,        24
CEMETARY                                                    ,             16,        37
CEMETARY                                                    ,             17,        26
CEMETARY                                                    ,             18,        10
CEMETARY                                                    ,             19,         9
CEMETARY                                                    ,             20,         7
CEMETARY                                                    ,             21,         4
CEMETARY                                                    ,             22,        10
CEMETARY                                                    ,             23,         9
CEMETARY                                                    ,             24,        32
CHA APARTMENT                                               ,              1,      1183
CHA APARTMENT                                               ,              2,      1033
CHA APARTMENT                                               ,              3,       885
CHA APARTMENT                                               ,              4,       764
CHA APARTMENT                                               ,              5,       524
CHA APARTMENT                                               ,              6,       525
CHA APARTMENT                                               ,              7,       809
CHA APARTMENT                                               ,              8,      1044
CHA APARTMENT                                               ,              9,      1267
CHA APARTMENT                                               ,             10,      1262
CHA APARTMENT                                               ,             11,      1340
CHA APARTMENT                                               ,             12,      1566
CHA APARTMENT                                               ,             13,      1217
CHA APARTMENT                                               ,             14,      1229
CHA APARTMENT                                               ,             15,      1326
CHA APARTMENT                                               ,             16,      1329
CHA APARTMENT                                               ,             17,      1330
CHA APARTMENT                                               ,             18,      1386
CHA APARTMENT                                               ,             19,      1489
CHA APARTMENT                                               ,             20,      1556
CHA APARTMENT                                               ,             21,      1693
CHA APARTMENT                                               ,             22,      1664
CHA APARTMENT                                               ,             23,      1554
CHA APARTMENT                                               ,             24,      1408
CHA BREEZEWAY                                               ,              3,         2
CHA ELEVATOR                                                ,             12,         2
CHA GROUNDS                                                 ,              1,         4
CHA GROUNDS                                                 ,              3,         2
CHA GROUNDS                                                 ,              4,         2
CHA GROUNDS                                                 ,              5,         2
CHA GROUNDS                                                 ,              6,         3
CHA GROUNDS                                                 ,              7,         1
CHA GROUNDS                                                 ,              8,         2
CHA GROUNDS                                                 ,             10,         1
CHA GROUNDS                                                 ,             11,         2
CHA GROUNDS                                                 ,             12,         4
CHA GROUNDS                                                 ,             13,         2
CHA GROUNDS                                                 ,             14,         1
CHA GROUNDS                                                 ,             15,         1
CHA GROUNDS                                                 ,             16,         1
CHA GROUNDS                                                 ,             18,         1
CHA GROUNDS                                                 ,             19,         1
CHA GROUNDS                                                 ,             20,         1
CHA GROUNDS                                                 ,             21,         1
CHA GROUNDS                                                 ,             22,         2
CHA GROUNDS                                                 ,             23,         3
CHA GROUNDS                                                 ,             24,         1
CHA HALLWAY                                                 ,              1,         1
CHA HALLWAY                                                 ,              2,         2
CHA HALLWAY                                                 ,              3,         4
CHA HALLWAY                                                 ,              5,         1
CHA HALLWAY                                                 ,              9,         1
CHA HALLWAY                                                 ,             10,         3
CHA HALLWAY                                                 ,             12,         1
CHA HALLWAY                                                 ,             13,         1
CHA HALLWAY                                                 ,             14,         1
CHA HALLWAY                                                 ,             15,         2
CHA HALLWAY                                                 ,             16,         1
CHA HALLWAY                                                 ,             18,         2
CHA HALLWAY                                                 ,             19,         4
CHA HALLWAY                                                 ,             20,         1
CHA HALLWAY                                                 ,             23,         2
CHA HALLWAY                                                 ,             24,         1
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,              3,         2
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,              4,         2
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,              5,         2
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,              6,         1
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,              7,         1
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,              9,         1
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             10,         2
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             11,         1
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             12,         2
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             13,         1
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             15,         1
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             17,         3
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             18,         4
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             20,         1
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             21,         2
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             22,         1
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             23,         2
CHA HALLWAY / STAIRWELL / ELEVATOR                          ,             24,         2
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,              1,       465
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,              2,       374
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,              3,       309
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,              4,       211
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,              5,       151
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,              6,       174
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,              7,       473
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,              8,       759
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,              9,      1068
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             10,       960
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             11,      1191
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             12,       612
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             13,      1012
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             14,       925
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             15,       910
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             16,       843
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             17,       803
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             18,      1106
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             19,      1465
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             20,      1591
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             21,      1560
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             22,      1311
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             23,       958
CHA HALLWAY/STAIRWELL/ELEVATOR                              ,             24,      1145
CHA LOBBY                                                   ,              4,         1
CHA LOBBY                                                   ,              8,         1
CHA LOBBY                                                   ,             12,         1
CHA LOBBY                                                   ,             18,         1
CHA PARKING LOT                                             ,              1,         4
CHA PARKING LOT                                             ,              2,         1
CHA PARKING LOT                                             ,              3,         3
CHA PARKING LOT                                             ,              4,         1
CHA PARKING LOT                                             ,              5,         3
CHA PARKING LOT                                             ,              6,         1
CHA PARKING LOT                                             ,              7,         1
CHA PARKING LOT                                             ,              8,         1
CHA PARKING LOT                                             ,             12,         4
CHA PARKING LOT                                             ,             13,         1
CHA PARKING LOT                                             ,             14,         3
CHA PARKING LOT                                             ,             15,         1
CHA PARKING LOT                                             ,             17,         2
CHA PARKING LOT                                             ,             19,         3
CHA PARKING LOT                                             ,             20,         3
CHA PARKING LOT                                             ,             21,         3
CHA PARKING LOT                                             ,             22,         2
CHA PARKING LOT                                             ,             23,         3
CHA PARKING LOT                                             ,             24,         2
CHA PARKING LOT / GROUNDS                                   ,              1,         2
CHA PARKING LOT / GROUNDS                                   ,              2,         3
CHA PARKING LOT / GROUNDS                                   ,              3,         2
CHA PARKING LOT / GROUNDS                                   ,              4,         1
CHA PARKING LOT / GROUNDS                                   ,              8,         1
CHA PARKING LOT / GROUNDS                                   ,              9,         1
CHA PARKING LOT / GROUNDS                                   ,             10,         3
CHA PARKING LOT / GROUNDS                                   ,             11,         4
CHA PARKING LOT / GROUNDS                                   ,             12,         2
CHA PARKING LOT / GROUNDS                                   ,             13,         4
CHA PARKING LOT / GROUNDS                                   ,             14,         5
CHA PARKING LOT / GROUNDS                                   ,             15,         5
CHA PARKING LOT / GROUNDS                                   ,             16,         3
CHA PARKING LOT / GROUNDS                                   ,             17,         3
CHA PARKING LOT / GROUNDS                                   ,             18,         2
CHA PARKING LOT / GROUNDS                                   ,             19,         4
CHA PARKING LOT / GROUNDS                                   ,             21,         4
CHA PARKING LOT / GROUNDS                                   ,             23,         2
CHA PARKING LOT / GROUNDS                                   ,             24,         1
CHA PARKING LOT/GROUNDS                                     ,              1,      1130
CHA PARKING LOT/GROUNDS                                     ,              2,       761
CHA PARKING LOT/GROUNDS                                     ,              3,       611
CHA PARKING LOT/GROUNDS                                     ,              4,       384
CHA PARKING LOT/GROUNDS                                     ,              5,       291
CHA PARKING LOT/GROUNDS                                     ,              6,       446
CHA PARKING LOT/GROUNDS                                     ,              7,       946
CHA PARKING LOT/GROUNDS                                     ,              8,      1462
CHA PARKING LOT/GROUNDS                                     ,              9,      1824
CHA PARKING LOT/GROUNDS                                     ,             10,      2007
CHA PARKING LOT/GROUNDS                                     ,             11,      2404
CHA PARKING LOT/GROUNDS                                     ,             12,      1646
CHA PARKING LOT/GROUNDS                                     ,             13,      2247
CHA PARKING LOT/GROUNDS                                     ,             14,      2094
CHA PARKING LOT/GROUNDS                                     ,             15,      1937
CHA PARKING LOT/GROUNDS                                     ,             16,      1959
CHA PARKING LOT/GROUNDS                                     ,             17,      2169
CHA PARKING LOT/GROUNDS                                     ,             18,      2796
CHA PARKING LOT/GROUNDS                                     ,             19,      3449
CHA PARKING LOT/GROUNDS                                     ,             20,      3428
CHA PARKING LOT/GROUNDS                                     ,             21,      3412
CHA PARKING LOT/GROUNDS                                     ,             22,      2947
CHA PARKING LOT/GROUNDS                                     ,             23,      2267
CHA PARKING LOT/GROUNDS                                     ,             24,      2319
CHA PLAY LOT                                                ,             10,         1
CHA PLAY LOT                                                ,             16,         1
CHA PLAY LOT                                                ,             18,         1
CHA PLAY LOT                                                ,             23,         1
CHA STAIRWELL                                               ,              5,         1
CHA STAIRWELL                                               ,             10,         1
CHA STAIRWELL                                               ,             11,         2
CHA STAIRWELL                                               ,             20,         1
CHA STAIRWELL                                               ,             22,         1
CHURCH                                                      ,             11,         2
CHURCH                                                      ,             23,         3
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,              1,         1
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,              4,         1
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,              5,         1
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,              7,         1
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,              8,         1
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,              9,         2
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             10,         4
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             11,         2
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             12,         1
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             13,         3
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             14,         7
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             15,         1
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             16,         2
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             17,         5
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             19,         1
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             20,         5
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             21,         2
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             22,         3
CHURCH / SYNAGOGUE / PLACE OF WORSHIP                       ,             24,         5
CHURCH PROPERTY                                             ,             13,         1
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,              1,       211
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,              2,       182
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,              3,       133
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,              4,       153
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,              5,       143
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,              6,       160
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,              7,       277
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,              8,       520
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,              9,       811
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             10,       835
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             11,       853
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             12,       652
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             13,       931
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             14,       886
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             15,       863
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             16,       731
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             17,       714
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             18,       837
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             19,       780
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             20,       732
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             21,       756
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             22,       593
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             23,       334
CHURCH/SYNAGOGUE/PLACE OF WORSHIP                           ,             24,      1077
CLEANERS/LAUNDROMAT                                         ,             14,         1
CLEANING STORE                                              ,              1,        98
CLEANING STORE                                              ,              2,        99
CLEANING STORE                                              ,              3,       107
CLEANING STORE                                              ,              4,        92
CLEANING STORE                                              ,              5,        54
CLEANING STORE                                              ,              6,        73
CLEANING STORE                                              ,              7,        89
CLEANING STORE                                              ,              8,       120
CLEANING STORE                                              ,              9,       144
CLEANING STORE                                              ,             10,       176
CLEANING STORE                                              ,             11,       201
CLEANING STORE                                              ,             12,       124
CLEANING STORE                                              ,             13,       211
CLEANING STORE                                              ,             14,       242
CLEANING STORE                                              ,             15,       238
CLEANING STORE                                              ,             16,       251
CLEANING STORE                                              ,             17,       269
CLEANING STORE                                              ,             18,       333
CLEANING STORE                                              ,             19,       367
CLEANING STORE                                              ,             20,       191
CLEANING STORE                                              ,             21,       176
CLEANING STORE                                              ,             22,       162
CLEANING STORE                                              ,             23,       122
CLEANING STORE                                              ,             24,       215
CLUB                                                        ,              1,         3
CLUB                                                        ,              3,         5
CLUB                                                        ,              5,         1
CLUB                                                        ,              6,         1
CLUB                                                        ,             12,         1
CLUB                                                        ,             16,         1
CLUB                                                        ,             19,         1
CLUB                                                        ,             20,         1
CLUB                                                        ,             23,         1
COACH HOUSE                                                 ,              4,         1
COACH HOUSE                                                 ,              7,         1
COACH HOUSE                                                 ,             16,         1
COIN OPERATED MACHINE                                       ,              1,        19
